,cluster_main_first_word,cluster_prelast_second_word,cluster_last_third_word,cosine_simil_first_sec,cosine_simil_sec_third,cosine_simil_first_third,min_cosine_sim,max_cosine_sim,joke_tokenized,id_joke
851,a little boy,the little boy,me,tensor(0.6325),tensor(0.3360),tensor(0.2457),tensor(0.2457),tensor(0.6325),"[CLS] one afternoon a little boy was playing outdoors . he used his mother broom as a horse and had a wonderful time until it was getting dark . he left the broom on the back porch . his mother was cleaning up the kitchen when she realized that her broom was missing . she asked the little boy about the broom and he told her where it was . she then asked him to go and get it . the little boy informed his mom that he was afraid of the dark and didn ' t want to go out to get the broom . his mother smiled and said : "" the lord is out there too , do not be afraid "" . the little boy opened the back door a little and said : "" lord , if you are out there , hand me the broom "" . [SEP]",501
852,his mother broom,the broom,the broom,tensor(0.3455),tensor(0.4057),tensor(0.3007),tensor(0.3007),tensor(0.4057),"[CLS] one afternoon a little boy was playing outdoors . he used his mother broom as a horse and had a wonderful time until it was getting dark . he left the broom on the back porch . his mother was cleaning up the kitchen when she realized that her broom was missing . she asked the little boy about the broom and he told her where it was . she then asked him to go and get it . the little boy informed his mom that he was afraid of the dark and didn ' t want to go out to get the broom . his mother smiled and said : "" the lord is out there too , do not be afraid "" . the little boy opened the back door a little and said : "" lord , if you are out there , hand me the broom "" . [SEP]",501
853,his mother,his mom,his mother,tensor(0.3558),tensor(0.5526),tensor(0.4073),tensor(0.3558),tensor(0.5526),"[CLS] one afternoon a little boy was playing outdoors . he used his mother broom as a horse and had a wonderful time until it was getting dark . he left the broom on the back porch . his mother was cleaning up the kitchen when she realized that her broom was missing . she asked the little boy about the broom and he told her where it was . she then asked him to go and get it . the little boy informed his mom that he was afraid of the dark and didn ' t want to go out to get the broom . his mother smiled and said : "" the lord is out there too , do not be afraid "" . the little boy opened the back door a little and said : "" lord , if you are out there , hand me the broom "" . [SEP]",501
854,the lord,lord,you,tensor(0.4489),tensor(0.4012),tensor(0.7546),tensor(0.4012),tensor(0.7546),"[CLS] one afternoon a little boy was playing outdoors . he used his mother broom as a horse and had a wonderful time until it was getting dark . he left the broom on the back porch . his mother was cleaning up the kitchen when she realized that her broom was missing . she asked the little boy about the broom and he told her where it was . she then asked him to go and get it . the little boy informed his mom that he was afraid of the dark and didn ' t want to go out to get the broom . his mother smiled and said : "" the lord is out there too , do not be afraid "" . the little boy opened the back door a little and said : "" lord , if you are out there , hand me the broom "" . [SEP]",501
855,"joan , the town gossip and supervisor of the town morals",her,her,tensor(0.2608),tensor(0.3405),tensor(0.4218),tensor(0.2608),tensor(0.4218),"[CLS] joan , the town gossip and supervisor of the town morals , recently accused george , a local man , of being an alcoholic because she saw his pickup truck parked outside the town only bar . george stared at her for a moment , and said nothing . later that evening , he parked his pickup truck in front of her house and left it there all night . [SEP]",502
856,"george , a local man",he,his,tensor(0.4756),tensor(0.4839),tensor(0.3376),tensor(0.3376),tensor(0.4839),"[CLS] joan , the town gossip and supervisor of the town morals , recently accused george , a local man , of being an alcoholic because she saw his pickup truck parked outside the town only bar . george stared at her for a moment , and said nothing . later that evening , he parked his pickup truck in front of her house and left it there all night . [SEP]",502
857,his pickup truck,his pickup truck,it,tensor(0.7493),tensor(0.3436),tensor(0.2788),tensor(0.2788),tensor(0.7493),"[CLS] joan , the town gossip and supervisor of the town morals , recently accused george , a local man , of being an alcoholic because she saw his pickup truck parked outside the town only bar . george stared at her for a moment , and said nothing . later that evening , he parked his pickup truck in front of her house and left it there all night . [SEP]",502
858,a lawyer,he,his,tensor(0.3165),tensor(0.3569),tensor(0.3968),tensor(0.3165),tensor(0.3968),"[CLS] there was a lawyer and he was just waking up from an esthesia after surgery , and his wife was sitting by his side . his eyes fluttered open and he said , "" you are beautiful ! "" and then he fell asleep again . his wife had never heard him say that so she stayed by his side . a couple minutes later his eyes fluttered open and he said "" you are cute ! "" well , the wife was disappointed because instead of "" beautiful "" it was "" cute . "" she said , "" what happened to ' beautiful ' ? "" his reply was "" the drugs are wearing off ! "" [SEP]",503
859,his wife,the wife,she,tensor(0.4463),tensor(0.3546),tensor(0.3327),tensor(0.3327),tensor(0.4463),"[CLS] there was a lawyer and he was just waking up from an esthesia after surgery , and his wife was sitting by his side . his eyes fluttered open and he said , "" you are beautiful ! "" and then he fell asleep again . his wife had never heard him say that so she stayed by his side . a couple minutes later his eyes fluttered open and he said "" you are cute ! "" well , the wife was disappointed because instead of "" beautiful "" it was "" cute . "" she said , "" what happened to ' beautiful ' ? "" his reply was "" the drugs are wearing off ! "" [SEP]",503
860,his side,his side,-,tensor(0.4491),0,0,0,0,"[CLS] there was a lawyer and he was just waking up from an esthesia after surgery , and his wife was sitting by his side . his eyes fluttered open and he said , "" you are beautiful ! "" and then he fell asleep again . his wife had never heard him say that so she stayed by his side . a couple minutes later his eyes fluttered open and he said "" you are cute ! "" well , the wife was disappointed because instead of "" beautiful "" it was "" cute . "" she said , "" what happened to ' beautiful ' ? "" his reply was "" the drugs are wearing off ! "" [SEP]",503
861,his eyes,his eyes,-,tensor(0.8441),0,0,0,0,"[CLS] there was a lawyer and he was just waking up from an esthesia after surgery , and his wife was sitting by his side . his eyes fluttered open and he said , "" you are beautiful ! "" and then he fell asleep again . his wife had never heard him say that so she stayed by his side . a couple minutes later his eyes fluttered open and he said "" you are cute ! "" well , the wife was disappointed because instead of "" beautiful "" it was "" cute . "" she said , "" what happened to ' beautiful ' ? "" his reply was "" the drugs are wearing off ! "" [SEP]",503
862,a man,him,he,tensor(0.5401),tensor(0.4666),tensor(0.4852),tensor(0.4666),tensor(0.5401),[CLS] give a man a fish and he will eat for a day . teach him how to fish and he will sit in a boat and drink beer all day ! [SEP],504
863,me,my,i,tensor(0.3474),tensor(0.2901),tensor(0.4076),tensor(0.2901),tensor(0.4076),"[CLS] "" this day holds a lot of meaning for me . it was on this day two years ago that i lost my dear wife and children . i will never forget that game of cards . . . . "" - an on . [SEP]",505
864,"finley , the man accused of committing the crimes",i,me,tensor(0.3581),tensor(0.2053),tensor(0.3030),tensor(0.2053),tensor(0.3581),"[CLS] after a trial had been going on for three days , finley , the man accused of committing the crimes , stood up and approached the judge bench . "" your honor , i would like to change my plea from ' innocent ' to ' guilty ' of the charges . "" the judge angrily banged his fist on the desk . "" if you are guilty , why didn ' t you say so in the first place and save this court a lot of time and inc on ven ience ? "" he demanded . finley looked up wide - eyed and stated , "" well , when the trial started i thought i was innocent , but that was before i heard all the evidence against me . "" [SEP]",506
865,the crimes,the charges,-,tensor(0.4113),0,0,0,0,"[CLS] after a trial had been going on for three days , finley , the man accused of committing the crimes , stood up and approached the judge bench . "" your honor , i would like to change my plea from ' innocent ' to ' guilty ' of the charges . "" the judge angrily banged his fist on the desk . "" if you are guilty , why didn ' t you say so in the first place and save this court a lot of time and inc on ven ience ? "" he demanded . finley looked up wide - eyed and stated , "" well , when the trial started i thought i was innocent , but that was before i heard all the evidence against me . "" [SEP]",506
